priority,release_date,launch_price,brand,model_name,ram_gb,storage_gb,variant_name,platform,search_url,store_name,external_id,sku_text,product_title,product_url,region,regular_price,public_sale_price,gov_price,billion_subsidy_price,promotion_labels,promotion_stackable,in_stock,evidence_text_path,screenshot_path,reviewer,review_status
MEDIUM,2025-09-01,1999.00,vivo,vivo Y500,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20Y500%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2999.00,vivo,iQOO Neo10 Pro+,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Neo10%20Pro%2B%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3299.00,vivo,iQOO Neo10 Pro+,16,256,16GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2999.00,vivo,iQOO Neo10 Pro+,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Neo10%20Pro%2B%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3299.00,vivo,iQOO Neo10 Pro+,16,256,16GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2999.00,vivo,iQOO Neo10 Pro+,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Neo10%20Pro%2B%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3299.00,vivo,iQOO Neo10 Pro+,16,256,16GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3499.00,vivo,iQOO Neo10 Pro+,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Neo10%20Pro%2B%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3699.00,vivo,iQOO Neo10 Pro+,16,512,16GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3499.00,vivo,iQOO Neo10 Pro+,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Neo10%20Pro%2B%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3699.00,vivo,iQOO Neo10 Pro+,16,512,16GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3499.00,vivo,iQOO Neo10 Pro+,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Neo10%20Pro%2B%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3699.00,vivo,iQOO Neo10 Pro+,16,512,16GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,,vivo,iQOO Neo10 Pro+,16,1024,16GB+1TB,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,,vivo,iQOO Neo10 Pro+,16,1024,16GB+1TB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,,vivo,iQOO Neo10 Pro+,16,1024,16GB+1TB,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Neo10%20Pro%2B%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2699.00,vivo,vivo S30,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20S30%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2699.00,vivo,vivo S30,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20S30%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2699.00,vivo,vivo S30,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20S30%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2999.00,vivo,vivo S30,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20S30%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3299.00,vivo,vivo S30,16,512,16GB+512,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20S30%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2999.00,vivo,vivo S30,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20S30%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3299.00,vivo,vivo S30,16,512,16GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20S30%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,2999.00,vivo,vivo S30,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20S30%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3299.00,vivo,vivo S30,16,512,16GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20S30%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3499.00,vivo,vivo S30 Pro mini,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20S30%20Pro%20mini%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3499.00,vivo,vivo S30 Pro mini,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20S30%20Pro%20mini%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3499.00,vivo,vivo S30 Pro mini,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20S30%20Pro%20mini%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3799.00,vivo,vivo S30 Pro mini,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20S30%20Pro%20mini%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3999.00,vivo,vivo S30 Pro mini,16,512,16GB+512,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20S30%20Pro%20mini%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3799.00,vivo,vivo S30 Pro mini,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20S30%20Pro%20mini%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3999.00,vivo,vivo S30 Pro mini,16,512,16GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20S30%20Pro%20mini%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3799.00,vivo,vivo S30 Pro mini,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20S30%20Pro%20mini%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-05-01,3999.00,vivo,vivo S30 Pro mini,16,512,16GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20S30%20Pro%20mini%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2699.00,vivo,iQOO Z10 Turbo,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3099.00,vivo,iQOO Z10 Turbo,16,256,16GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2699.00,vivo,iQOO Z10 Turbo,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3099.00,vivo,iQOO Z10 Turbo,16,256,16GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2699.00,vivo,iQOO Z10 Turbo,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3099.00,vivo,iQOO Z10 Turbo,16,256,16GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3199.00,vivo,iQOO Z10 Turbo,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3599.00,vivo,iQOO Z10 Turbo,16,512,16GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3199.00,vivo,iQOO Z10 Turbo,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3599.00,vivo,iQOO Z10 Turbo,16,512,16GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3199.00,vivo,iQOO Z10 Turbo,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,3599.00,vivo,iQOO Z10 Turbo,16,512,16GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1999.00,vivo,iQOO Z10 Turbo Pro,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%20Pro%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2199.00,vivo,iQOO Z10 Turbo Pro,16,256,16GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%20Pro%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1999.00,vivo,iQOO Z10 Turbo Pro,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%20Pro%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2199.00,vivo,iQOO Z10 Turbo Pro,16,256,16GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%20Pro%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1999.00,vivo,iQOO Z10 Turbo Pro,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%20Pro%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2199.00,vivo,iQOO Z10 Turbo Pro,16,256,16GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%20Pro%2016GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2399.00,vivo,iQOO Z10 Turbo Pro,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%20Pro%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2599.00,vivo,iQOO Z10 Turbo Pro,16,512,16GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10%20Turbo%20Pro%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2399.00,vivo,iQOO Z10 Turbo Pro,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%20Pro%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2599.00,vivo,iQOO Z10 Turbo Pro,16,512,16GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10%20Turbo%20Pro%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2399.00,vivo,iQOO Z10 Turbo Pro,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%20Pro%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2599.00,vivo,iQOO Z10 Turbo Pro,16,512,16GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10%20Turbo%20Pro%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1499.00,vivo,iQOO Z10x,8,128,8GB+128,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10x%208GB%2B128%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+128,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1499.00,vivo,iQOO Z10x,8,128,8GB+128,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10x%208GB%2B128%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+128,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1499.00,vivo,iQOO Z10x,8,128,8GB+128,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10x%208GB%2B128%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+128,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1699.00,vivo,iQOO Z10x,8,256,8GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10x%208GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1899.00,vivo,iQOO Z10x,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10x%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1699.00,vivo,iQOO Z10x,8,256,8GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10x%208GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1899.00,vivo,iQOO Z10x,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10x%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1699.00,vivo,iQOO Z10x,8,256,8GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10x%208GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,1899.00,vivo,iQOO Z10x,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10x%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2099.00,vivo,iQOO Z10x,12,512,12GB+512,jd,https://search.jd.com/Search?keyword=vivo%20iQOO%20Z10x%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2099.00,vivo,iQOO Z10x,12,512,12GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20iQOO%20Z10x%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,2099.00,vivo,iQOO Z10x,12,512,12GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20iQOO%20Z10x%2012GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,6499.00,vivo,vivo X200 Ultra,12,256,12GB+256,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20X200%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,6499.00,vivo,vivo X200 Ultra,12,256,12GB+256,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20X200%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,6499.00,vivo,vivo X200 Ultra,12,256,12GB+256,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20X200%20Ultra%2012GB%2B256%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,12GB+256,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,6999.00,vivo,vivo X200 Ultra,16,512,16GB+512,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20X200%20Ultra%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,6999.00,vivo,vivo X200 Ultra,16,512,16GB+512,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20X200%20Ultra%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,6999.00,vivo,vivo X200 Ultra,16,512,16GB+512,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20X200%20Ultra%2016GB%2B512%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+512,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,,vivo,vivo X200 Ultra,16,1024,16GB+1TB,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20X200%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,,vivo,vivo X200 Ultra,16,1024,16GB+1TB,pdd,https://mobile.yangkeduo.com/search_result.html?search_key=vivo%20vivo%20X200%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-04-01,,vivo,vivo X200 Ultra,16,1024,16GB+1TB,tmall,https://list.tmall.com/search_product.htm?q=vivo%20vivo%20X200%20Ultra%2016GB%2B1TB%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,16GB+1TB,,,中国大陆,,,,,,unknown,true,,,,pending
MEDIUM,2025-03-01,1099.00,vivo,vivo Y300i,8,128,8GB+128,jd,https://search.jd.com/Search?keyword=vivo%20vivo%20Y300i%208GB%2B128%20%E5%AE%98%E6%96%B9%E6%97%97%E8%88%B0%E5%BA%97,,,8GB+128,,,中国大陆,,,,,,unknown,true,,,,pending
