id,model_id,brand,model_name,ram_gb,storage_gb,variant_name,launch_price,launch_price_source,color_limited,is_active,created_at,updated_at
371,137,vivo,iQOO Z10x,8,128,8GB+128,1499.00,https://www.vivo.com.cn/vivo/param/iqooz10x,False,True,2026-09-13 15:44:09.699858,2026-09-13 15:44:09.699858
372,137,vivo,iQOO Z10x,8,256,8GB+256,1699.00,https://www.vivo.com.cn/vivo/param/iqooz10x,False,True,2026-09-13 15:44:09.699858,2026-09-13 15:44:09.699858
373,137,vivo,iQOO Z10x,12,256,12GB+256,1899.00,https://www.vivo.com.cn/vivo/param/iqooz10x,False,True,2026-09-13 15:44:09.699858,2026-09-13 15:44:09.699858
374,137,vivo,iQOO Z10x,12,512,12GB+512,2099.00,https://www.vivo.com.cn/vivo/param/iqooz10x,False,True,2026-09-13 15:44:09.699858,2026-09-13 15:44:09.699858
375,138,realme,真我15T,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.701851,2026-09-13 15:44:09.701851
376,139,realme,真我15,16,256,16GB+256,,,False,True,2026-09-13 15:44:09.702867,2026-09-13 15:44:09.702867
377,140,realme,真我V70s,8,256,8GB+256,,,False,True,2026-09-13 15:44:09.703852,2026-09-13 15:44:09.703852
378,141,realme,真我Neo7,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.704852,2026-09-13 15:44:09.704852
379,142,realme,真我GT Neo6,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.705859,2026-09-13 15:44:09.705859
380,143,三星,Samsung Galaxy S25 Edge,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.706858,2026-09-13 15:44:09.706858
381,143,三星,Samsung Galaxy S25 Edge,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.706858,2026-09-13 15:44:09.706858
382,144,三星,Samsung Galaxy Z Fold7,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.707859,2026-09-13 15:44:09.707859
383,144,三星,Samsung Galaxy Z Fold7,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.707859,2026-09-13 15:44:09.707859
384,144,三星,Samsung Galaxy Z Fold7,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.707859,2026-09-13 15:44:09.707859
385,145,三星,Samsung Galaxy Z Flip7,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.709863,2026-09-13 15:44:09.709863
386,145,三星,Samsung Galaxy Z Flip7,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.709863,2026-09-13 15:44:09.709863
387,146,三星,Samsung Galaxy Z Fold8 Ultra,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.710859,2026-09-13 15:44:09.710859
388,146,三星,Samsung Galaxy Z Fold8 Ultra,12,512,12GB+512,,,False,True,2026-09-13 15:44:09.710859,2026-09-13 15:44:09.710859
389,146,三星,Samsung Galaxy Z Fold8 Ultra,16,1024,16GB+1TB,,,False,True,2026-09-13 15:44:09.710859,2026-09-13 15:44:09.710859
390,148,魅族,魅族 21 PRO,12,256,12GB+256,,,False,True,2026-09-13 15:44:09.711858,2026-09-13 15:44:09.711858
391,202,三星,Samsung Galaxy S26+,12,256,12GB+256,,,False,True,2026-09-15 17:11:30.502328,2026-09-15 17:11:30.502328
392,202,三星,Samsung Galaxy S26+,12,512,12GB+512,,,False,True,2026-09-15 17:11:30.502328,2026-09-15 17:11:30.502328
393,203,三星,Samsung Galaxy A56 5G,8,256,8GB+256,,,False,True,2026-09-15 17:11:30.502328,2026-09-15 17:11:30.502328
394,203,三星,Samsung Galaxy A56 5G,12,256,12GB+256,,,False,True,2026-09-15 17:11:30.502328,2026-09-15 17:11:30.502328
